,Unnamed: 0,username,followers,created_at,tweet_text,tone
922,922,Xy5Z89,660,2020-03-24 12:18:50,"#CaboVerde #Praia #Coronavirus

The first coronavirus death is reported on the Cabo Verde Islands. Meanwhile there…",2.0
923,923,LipstickWith,229,2020-03-24 12:18:50,My #coronavirus #anxiety level has dropped slightly thanks to the local builders’ merchants being shut. Otherwise m…,2.0
924,924,PJBenson82,49,2020-03-24 12:18:50,People greeting JustEatUK drivers all over the UK this week.... C/O mattdeckchair Design. #coronavirus #COVIDー19…,1.0
926,926,georgvh,3649,2020-03-24 12:18:49,Brussels police stopped more than 100 people yesterday for breaking #coronavirus #lockdown rules,2.0
927,927,gocreativeshow,615,2020-03-24 12:18:49,🦠 The #Coronavirus Impact on Hollywood with brendanuegama &amp; variety's mattdonnelly!  #Hollywood's reaction to…,0.0
929,929,onlykmr,11296,2020-03-24 12:18:49,"Complete lockdown in Sopore, as the Hyderpora man (name withheld) found #CoronaVirus positive today has stayed in a…",1.0
930,930,iammohsinjaved,230,2020-03-24 12:18:48,"BREAKING:

Japan and IOC agree to postpone Tokyo 2020 Olympics for a year due to #Coronavirus",2.0
931,931,OthersInfo,2766,2020-03-24 12:18:47,"Cemrebirand1 HELP! Please support our campaign, sign the petition on  No Discrimination in…",0.0
932,932,ErnestZhanaev,188,2020-03-24 12:18:47,First case of internally spread #coronavirus in #Uzbekistan. Out of total 46 cases only one is out of Tashkent.…,0.0
933,933,PaulBrackleyCI,1848,2020-03-24 12:18:47,£20m #Covid-19 Consortium led by Cambridge_Uni and sangerinstitute will use genomics to fight the #coronavirus an…,0.0
935,935,jtate,1854,2020-03-24 12:18:46,"Meanwhile in France...
#coronavirus",0.0
937,937,PolityZA,7874,2020-03-24 12:18:45,"Namibia to announce tough measures to curb Covid-19

#Namibia #Covid19 #Coronavirus",0.0
938,938,unicc_ict,345,2020-03-24 12:18:45,WFP has put together an interactive map with up-to-date information on travel restrictions around the world due t…,1.0
939,939,wayne_allies,87,2020-03-24 12:18:45,"JudgeJeanine This whole #Coronavirus, even though it is real, the truth be know, it is driven by the largest and o…",1.0
942,942,SLudite,3,2020-03-24 12:18:43,#coronavirus StateHealthIN when well there be access to testing in southern Indiana.  I know of 3 people who were…,0.0
943,943,USNationNews,1051,2020-03-24 12:18:42,"Amazing that officials don't seem to care about supermarket cashiers, who are most likely to contract #coronavirus.…",0.0
944,944,VCSESupportNY,93,2020-03-24 12:18:42,Supporting #vulnerable people through #COVID19 #coronavirus? Please don't ask them to identify themselves by placin…,2.0
945,945,tv9kannada,148917,2020-03-24 12:18:41,"3 Quarantine Over Suspicion Of Covid-19 At Wenlock Hospital, Mangaluru Has Escaped: Basavaraj Bommai

Video Link ►…",0.0
947,947,Saradanyal94,38,2020-03-24 12:18:41,Remember to protect your Swimming pool from the attack of #CoronaVirus with Swimming Pool Covers. Read more -…,0.0
948,948,seaberrydesign,187,2020-03-24 12:18:40,"If quarantine and social distance has you fed up, #STAYSOCIAL and keep your head up. Friends, family, clients, and…",1.0
949,949,GuneyHanedan,64,2020-03-24 12:18:40,The Capitalist class has prevented all possible revolution and uprising attempts within 2020 and possibly 2021 usin…,0.0
951,951,StuartCraig_M_R,77,2020-03-24 12:18:39,"New information from the #CabinetOffice on procurement policy for all contracting authorities, we give you an overv…",1.0
952,952,Release_drugs,25476,2020-03-24 12:18:39,TransformDrugs changegrowlive Humankind_UK HRInews recoveringjust1 NHSuk SadiqKhan 12b. Police forces should…,0.0
953,953,PrayforCongress,5562,2020-03-24 12:18:38," SenSchumer told reporters that “we expect to have an agreement tomorrow morning”

USTreasury Secretary…",0.0
954,954,RonSupportsYou,15133,2020-03-24 12:18:38,MT HartmanAndrew It is neither hyperbole nor an act of partisan exaggeration to say that people will die and livel…,2.0
955,955,dawn_com,953611,2020-03-24 12:18:38,"We are not doing so bad, says PM Imran 

Follow our live updates on #coronavirus here:",2.0
956,956,C_brreezy,26,2020-03-24 12:18:38,"So many backseat scientists and data analysts clouding the information available to the public.

Just listen to the…",0.0
957,957,Sam_Gary24,402,2020-03-24 12:18:37,"NIH budget is ~$41.7 billion. As U.S death toll climbs this week, remember that the #coronavirus is so dangerous b/…",2.0
959,959,ChrisLCampbell,1811,2020-03-24 12:18:36,#Coronavirus: ⁦Microsoft⁩ only $1 trillion US company after stocks crash - BusinessInsider,2.0
960,960,AkunaMatata007,850,2020-03-24 12:18:36,"Chinese are tired of producing counterfeit (Fong-Kong) goods, now they are busy producing Biological Mass-Destructi…",0.0
961,961,TozersLaw,1571,2020-03-24 12:18:35,The Coronavirus (COVID-19) outbreak is developing into a global challenge. What as a business can you be doing to m…,1.0
962,962,thenairatimes,54,2020-03-24 12:18:34,"Nigerian senator, Rose Oko passes away in the UK after illness at the age of 63.

#dakoreegbusonakande #nairatimes…",2.0
963,963,animalhealthEU,4770,2020-03-24 12:18:34,"#AnimalHealthMatters
The #animalhealth industry across Europe thanks the EU_Commission for recognising veterinary…",0.0
964,964,am_harshu,12,2020-03-24 12:18:34,Welcome #Hantavirus in our infected world by your cousin #coronavirus ,1.0
965,965,markcartertm,1236,2020-03-24 12:18:33,"47,000 U.S. Stores Closed in About a Week Over Coronavirus
 #COVID19  #Coronavirus",0.0
966,966,AlArabiya_Eng,820254,2020-03-24 12:18:33,Most public service providers in #Egypt will shut their doors during the #coronavirus curfew period and those who v…,2.0
967,967,CrispinBurke,15635,2020-03-24 12:18:33,Four Resolute Support service members test positive for #coronavirus in Afghanistan,1.0
970,970,leishman_fiona,204,2020-03-24 12:18:32,The support for our hospitals and NHS staff has been amazing throughout this #coronavirus outbreak!  Addenbrooke's…,1.0
971,971,tribunephl,2757,2020-03-24 12:18:32,"Another 514 people have died in #Spain over the past 24 hours, raising the death toll to 2,696, as the number of…",2.0
972,972,madacenterps,462,2020-03-24 12:18:31,Because #mentalhealth is as important as physical health. Here are 6 ways to protect teenagers’ mental health durin…,0.0
974,974,Myownfashioncl,207,2020-03-24 12:18:30,"fema Oh hi fema thank you for all you do. Thank you to the #doctors, #nurses, &amp; the #healthcare #staff. Thank you…",1.0
975,975,HubertJeremienk,3,2020-03-24 12:18:30,#cornacrazy #coronavirus If someone is freaking out about coronavirus. Just watch Rick and Morty and THANK me later.,0.0
976,976,The420Eyebaal,328,2020-03-24 12:18:30,"Gatherings of more than two banned as #UK enters #coronavirus #lockdown.


via GoogleNews",0.0
977,977,Mashionpk,2534,2020-03-24 12:18:30,In this weeks #BeautyNotes we have #MaryamIshtiaq’s DIY hand sanitiser recipe. Head on over to our IG Story and sta…,1.0
978,978,ghumnam_musafir,573,2020-03-24 12:18:29,"Meanwhile WHO applauded India for efforts to defeat #Coronavirus by banging ""thaali n Taali at balcony"" By arrangi…",0.0
979,979,WelshConserv,11810,2020-03-24 12:18:29,This is very worrying news. Our thoughts are with those impacted. We urge everyone to follow the advice given and t…,1.0
980,980,AngryMany2k,27,2020-03-24 12:18:29,"#Hantavirus to #Coronavirus 
Go away you are already old. 

#Hantavirus 
#CoronavirusInSA 
#India…",2.0
984,984,RT_com,3072433,2020-03-24 12:18:26,"URGENT:
4 #NATO soldiers in #Afghanistan test positive for #coronavirus, 38 more isolated with ‘flu-like symptoms’…",1.0
985,985,WWRPodcast,2095,2020-03-24 12:18:26," New Podcast! ""The Preppers Were Right"" on Spreaker #bushcraft #coronavirus #covid19 #doomsday #doomsdaypreppers…",1.0
986,986,Parliament_Ug,200640,2020-03-24 12:18:24,"Bugiri Municipality MP, Hon Asuman Basalirwa says that all Presidential directives and communications on the…",1.0
987,987,KrMukeshSingh15,20,2020-03-24 12:18:23,"Cash Transactions Can Cause Coronavirus Spread? Expert Suggests How to Make Payments

Novel Coronavirus may spread…",0.0
989,989,kgopinion,9519,2020-03-24 12:18:23,"Police officer was the one of first day positive cases in Kalamazoo, MI

They are without hand sanitizer. Our schoo…",1.0
992,992,Todd22320430,1634,2020-03-24 12:18:22,"SpeakerPelosi 

What does voter requirement ( or lack of) have to do with #coronavirus Relief for Americans?",0.0
993,993,StephenWFLabour,1738,2020-03-24 12:18:22,"Mellino Thanks. BBC was quoting your GS too.
The answer is simple. 
MPs MUST SUPPORT this amendment to help the se…",0.0
994,994,barbeidlin,169,2020-03-24 12:18:22,This is the great news. #coronavirus #coronavirusillinois,1.0
998,998,DrZSB,32347,2020-03-24 12:18:20,"No matter how many times you hear this, please please practice it. #COVID19NIGERIA is real. Wash your hand frequent…",1.0
999,999,Chart_Guy,279,2020-03-24 12:18:19,"#coronavirus #covid19  
$QQQ $SPY $DIA $IWM $EEM  It makes so much sense to reopen states not hit by the virus so m…",2.0
1000,1000,ghoti2020,2,2020-03-24 12:18:19,"Though we don't want to fight against the coronavirus any more, we cannot throw in the towel.

#coronavirus",0.0
1001,1001,Jerusalem_Post,459420,2020-03-24 12:18:19,"The first hearse arrived on Tuesday at #Madrid's ice rink, hastily transformed into a makeshift mortuary as Spanish…",1.0
1002,1002,FIFPro,141545,2020-03-24 12:18:19,"Portugal player union's advice for footballers struggling with mental health during #coronavirus outbreak:

""Don't…",2.0
1004,1004,PoppaCrunch,40,2020-03-24 12:18:18,"Have to get this off my chest.  This guy is an IDIOT. I'm sitting here locked down in quarantine for weeks now, and…",2.0
1005,1005,himalsl,0,2020-03-24 12:18:18,"Join the right queue. 

 #coronavirus  #Curfew",1.0
1006,1006,ScottMcKenzieCo,1102,2020-03-24 12:18:18,"#Gilead has had to temporarily halt new individual compassionate use requests for #remdesivir, which is undergoing…",0.0
1007,1007,menzelxhiu,80,2020-03-24 12:18:17,"Director of National Emergency in #Albania, Dr. Skender Brataj has been confirmed positive with #coronavirus,…",1.0
1008,1008,pinkvilla,902606,2020-03-24 12:18:17,WATCH: #Madonna goes on a #Coronavirus rant from her bathtub,2.0
1009,1009,Carers_Together,763,2020-03-24 12:18:17,We know that being in self-isolation can be a challenging time for #Carers and the people they care for.  This exce…,0.0
1010,1010,DMartino_NRD,17,2020-03-24 12:18:17,"""#CiVorrebbeLaLeggeMarziale"" is the new ""#eilgovernochefa?!?""
#satira #comandantealfa #vignetta #webcomics…",1.0
1011,1011,semukanyam,1321,2020-03-24 12:18:16,"Good news, our countries in #Africa get these #COVID_19 materials... especially for #Burundi: it's great that they…",1.0
1012,1012,gspitzner,1132,2020-03-24 12:18:15,"Great site for tracking U.S. #coronavirus info.  These folks know data visualization!

1p3aDev",1.0
1013,1013,TomthunkitsMind,68038,2020-03-24 12:18:15,"DUE TO THE #CORONAVIRUS OUTBREAK 290 MILLION KIDS ARE OUT OF SCHOOL.

‘The global scale and speed of the current ed…",0.0
1014,1014,EstatesGazette,61670,2020-03-24 12:18:14,BREAKING: Housebuilders halt development despite government green light #covid19 #coronavirus #housing mhclg,2.0
1015,1015,MissLondonUK,247,2020-03-24 12:18:14," #Coronavirus: Man dies after ingesting #chloroquine in attempt to ward off #COVID-19
 ⁦luciabinding SkyNews⁩…",2.0
1016,1016,BoyerML,66,2020-03-24 12:18:14,I am turning off all news alerts and daytime tv. I will be getting all my #coronavirus information from the queen t…,0.0
1017,1017,MulreySiobhan,199,2020-03-24 12:18:13,UPDATE RishiSunak confirms anyone on PAYE will be covered by the #Coronavirus Gov retention scheme - which would i…,0.0
1018,1018,nukestrat,19047,2020-03-24 12:18:13,"Wow! This poll essentially shows 53% of Americans are idiots.

What does it take to conclude Trump is doing a good…",0.0
1020,1020,Mallcom_India,1920,2020-03-24 12:18:12,"We are open!

Our division, producing face masks, has got special permission from the State Government to continue…",0.0
1021,1021,ellen_marie,495,2020-03-24 12:18:12,Thank you to all of the healthcare workers beginning another day on the battlefield of the #coronavirus. Truly grat…,1.0
1022,1022,RixxJavix,5062,2020-03-24 12:18:11,The New Normal #tweetfleet #EveOnline #eveonline2020 #Corona #Corvid19 #Coronavirus,1.0
1023,1023,KhalifaIddi,262,2020-03-24 12:18:10,"In times of crises like #coronavirus #Covid19, the health of the public takes priority over the economy of the coun…",2.0
1024,1024,k2pointO,362,2020-03-24 12:18:10,"rexglacer RosieBarton The Justin Trudeau Power Grab™
 #cdnpoli JustinTrudeau #COVIDー19…",2.0
1026,1026,arabian_stories,338,2020-03-24 12:18:09,#BREAKING | Oman suspends all international and domestic flight operations to fight #coronavirus,1.0
1027,1027,JeSuis4Peace,1686,2020-03-24 12:18:09,"Yaaaaassssss! 
Thank you good friend of Trump, Abe #Japan
 #Coronavirus #Covid_19 
#Olympics2020 Postponed",1.0
1028,1028,SAMRIReports,3142,2020-03-24 12:18:09,"Iranian court issues arrest warrant against ""Islamic Doctor"" Morteza Kohansal who removed protective masks of…",0.0
1030,1030,MisterBabamook,189,2020-03-24 12:18:09,"Had to nip out to get gas. So, this, then lol That's not a mask, it's a cut up t shirt. Gloves and 'mask'on a hot d…",1.0
1031,1031,weirstimes,1150,2020-03-24 12:18:09,"Brendan offers his ""Isolation Ideas"" to help readers stuck at home during the #coronavirus stay home order.…",0.0
1034,1034,Outlookindia,213396,2020-03-24 12:18:07,"Mandira Bedi, one of the fittest celebrities of Bollywood gives regular workout updates on Instagram as we stay ind…",1.0
1035,1035,q_terminals,1181,2020-03-24 12:18:06,#QTerminals affirms its solidarity with #Qatar and urges everyone to follow diligently all instructions issued by t…,1.0
1036,1036,mwertlieb,4094,2020-03-24 12:18:06,Gold star to NoelKing for jumping in to correct Indiana Senator Mike Braun that there's absolutely zero scientific…,1.0
1037,1037,Hexanika,464,2020-03-24 12:18:05,As the novel #coronavirus continues to spread globally it’s important for all of us to take the necessary steps to…,1.0
1038,1038,CoolhandClint7,3023,2020-03-24 12:18:05,Why are the rich and famous getting coronavirus tests while we aren't? | Jennifer Schaffer   #coronavirus,1.0
1040,1040,bhenak,878,2020-03-24 12:18:05,Proud to be part of a team doing all we can to help in the moments that matter! So much to do to help clinicians wi…,1.0
1041,1041,10_times,8170,2020-03-24 12:18:04,"When the office feels like home to #Xperts in normal days, 'work from home' hardly brings any change. 

Separated b…",0.0
1042,1042,olenepal,173,2020-03-24 12:18:03,"While we all #stayhome and practice #socialdistancing during #nepallockdown, you can visit our digital library …",1.0
1046,1046,naumankn,9,2020-03-24 12:18:01,"Me thinking COVID-19 is the end
China:
#Hantavirus 
#coronavirus 
#PakistanFightsCorona",0.0
1047,1047,cbtadvisors,4204,2020-03-24 12:18:01,"Malevolent or just incompetent? US State Dept. puts on hold visa program that allows 7,000 foreign medical resident…",2.0
